id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
46192337,2020-12-27,2023-03-12,4.95,4.96,4.91,4.91,4.99,4.84,4.85,4.79
46192601,2021-08-01,2021-09-06,4.5,4.5,3.5,4.5,5,5,4.5,0.1
46193267,2020-12-04,2023-02-27,4.8,4.84,4.89,4.82,4.69,4.9,4.69,18.09
46194131,2021-02-23,2023-02-04,4.71,4.81,4.9,4.76,4.62,5,4.81,0.84
46195136,2020-12-04,2023-02-27,4.7,4.83,4.89,4.8,4.67,4.87,4.59,6.82
46196207,2020-12-03,2023-02-08,4.74,4.82,4.92,4.75,4.63,4.88,4.59,3.17
46196403,2020-12-12,2023-01-09,4.8,4.84,4.92,4.8,4.76,5,4.84,0.91
46197616,2021-01-07,2023-02-26,4.71,4.71,4.71,5,5,5,4.86,0.26
46198984,2020-11-08,2023-03-09,4.7,4.6,4.8,4.69,4.72,4.92,4.63,4.59
46204128,2020-12-23,2021-05-21,5,4.67,4.33,4.67,5,4,4.67,0.11
46215685,2020-11-07,2023-03-07,4.69,4.74,4.66,4.63,4.74,4.91,4.54,3.36
46236607,2021-08-04,2023-01-15,5,5,5,5,5,5,5,0.41
46236688,2021-02-02,2023-01-27,4.75,4.8,5,4.75,4.85,4.85,4.75,0.78
46236841,2021-05-09,2023-02-23,4.96,5,5,4.98,5,4.84,4.88,2.53
46250902,2020-12-10,2022-10-15,4.14,4.4,4.05,4.76,4.76,4.48,4.38,1.53
46261278,2021-01-17,2023-02-04,4.64,4.27,4.73,5,4.73,4.91,4.73,0.42
46292342,2021-01-20,2021-01-20,4,4,5,5,5,5,5,0.04
46295519,2020-11-15,2023-01-15,4.61,4.76,4.8,4.81,4.84,4.57,4.59,2.61
46335810,2021-01-03,2023-02-25,4.87,4.88,4.88,4.96,4.99,4.92,4.9,3.45
46340285,,,,,,,,,,
46340428,2020-11-29,2023-02-27,4.84,4.86,4.98,4.9,4.89,4.83,4.82,3.12
46372111,2021-04-01,2023-03-05,4.94,4.94,4.76,4.94,4.94,4.82,4.94,0.72
46374926,2021-04-22,2023-01-01,4.5,4.5,4.45,4.82,4.82,4.77,4.68,0.95
46402506,2021-09-16,2022-11-15,4.78,4.67,4.33,4.89,4.78,4.78,4.78,0.5
46413421,2021-01-01,2022-12-31,5,5,4.79,5,5,5,5,0.52
46413783,2021-06-03,2023-02-22,4.46,4.7,4.59,4.67,4.91,4.76,4.54,2.12
46417327,2021-01-01,2021-01-01,5,5,5,5,5,5,5,0.04
46432855,2020-11-29,2022-11-18,4.81,4.88,4.96,5,5,4.88,4.77,0.93
46449044,2020-11-20,2023-01-23,4.63,4.66,4.55,4.65,4.65,4.73,4.53,3.16
46453859,2020-11-17,2023-02-22,4.9,4.99,4.78,4.98,4.94,4.86,4.79,2.83
46476146,2021-06-26,2023-03-06,4.81,4.77,4.63,4.77,4.89,4.81,4.73,3.06
46486486,2022-01-02,2023-02-20,4.27,4.45,3.64,4.82,4.45,4.91,3.73,0.76
46490843,,,,,,,,,,
46496585,2021-01-13,2021-01-13,5,5,5,5,5,5,5,0.04
46513913,2021-02-15,2023-03-03,4.75,4.68,4.65,4.99,4.96,4.94,4.64,2.73
46545911,,,,,,,,,,
46549009,2021-07-27,2023-02-21,4.69,4.63,4.75,4.88,4.88,4.81,4.75,0.81
46584573,,,,,,,,,,
46585029,2021-05-16,2023-02-05,4.92,4.92,4.92,4.83,4.92,5,4.92,0.54
46585566,2020-11-28,2023-03-11,4.81,4.82,4.83,4.84,4.86,4.77,4.69,5.99
46660948,,,,,,,,,,
46662841,2020-12-21,2023-03-04,4.96,4.96,4.99,5,5,4.97,4.88,2.54
46714028,,,,,,,,,,
46714121,,,,,,,,,,
46727775,,,,,,,,,,
46772092,2021-01-02,2023-01-03,4.9,4.97,4.93,4.94,4.96,4.39,4.83,2.69
46778162,2022-05-30,2023-03-12,4.7,4.83,4.62,4.73,4.83,4.98,4.68,6.23
46793928,2021-03-31,2023-01-09,5,5,5,4.86,5,5,4.71,0.29
46801517,2021-02-27,2022-08-01,4.29,4.29,4,4.43,4.29,4.86,4,0.28
46802773,2021-01-16,2021-01-16,4,4,4,5,4,5,3,0.04
46813733,2021-02-04,2022-09-02,3.88,4,4.75,4.13,4,3.88,3.5,0.31
46814074,2021-02-21,2022-05-15,4.67,4.67,5,4.5,4.83,4.83,4.17,0.24
46814336,2020-12-25,2023-03-06,4.95,4.92,4.95,4.95,4.92,5,4.89,1.41
46871291,2021-03-14,2023-02-28,5,5,4.96,5,4.96,4.96,4.96,0.98
46876859,2021-04-10,2023-02-28,4.64,4.73,3.82,4.91,4.45,4.73,4.82,0.47
46877180,2021-10-09,2023-02-01,5,5,5,5,4.83,5,4.67,0.34
46877252,2021-02-03,2023-01-15,4.67,4.78,4.89,4.78,4.78,4.78,4.33,0.35
46877351,2021-02-01,2023-02-04,4,4.83,4.83,4.67,4.33,4.33,3.83,0.23
46878498,2021-03-01,2022-07-25,4.2,4.3,4.8,4,4,4.6,3.9,0.4
46878619,2021-05-05,2021-10-01,4.5,5,5,5,5,5,5,0.09
46878960,2021-05-04,2022-09-26,4.38,4.5,4.75,5,4.38,5,3.88,0.35
46879080,,,,,,,,,,
46886018,2022-02-01,2022-02-01,3,2,4,3,1,4,2,0.07
46898223,2021-07-18,2023-01-20,4.86,5,5,4.86,4.86,5,4.71,0.35
46902210,2021-08-14,2023-02-25,4.92,4.9,4.95,4.94,4.94,4.89,4.83,3.27
46924652,2020-12-18,2023-02-04,4.95,4.95,4.89,4.86,4.94,4.88,4.86,2.42
46949476,2021-09-19,2022-01-10,5,5,5,5,5,5,4.67,0.17
46949692,2021-06-12,2023-01-28,4.92,4.83,4.71,4.83,4.96,5,4.63,1.12
46967295,2021-01-26,2021-01-26,4,5,5,5,5,5,4,0.04
46973572,2020-12-19,2023-02-26,4.68,4.83,4.63,4.81,4.87,4.65,4.63,2.32
46995034,2020-12-22,2023-02-25,4.73,4.81,4.88,4.84,4.97,4.85,4.65,2.73
47048836,2022-02-18,2023-03-02,4.89,4.88,4.94,4.94,4.96,4.57,4.83,6.46
47054062,2021-06-15,2022-09-16,4.2,4.6,4.6,4.6,4.4,5,4.2,0.24
47054554,2021-02-06,2022-12-22,4.57,4.86,4.71,4.86,4.86,5,4,0.27
47054630,2021-07-18,2022-09-10,4,2.8,4.2,4.2,4,4.8,3,0.25
47054698,2021-03-09,2022-06-11,4.5,4.5,4.83,4.5,4.83,4.67,3.33,0.24
47054734,2021-02-06,2022-12-29,4.4,4.4,4.6,4,4.6,4.6,4.4,0.2
47054802,2021-10-01,2022-12-20,4.63,4.75,5,4.38,4.63,5,4.13,0.45
47054854,2021-04-26,2022-04-15,4.6,4,4.4,3.6,4.4,4.8,4.6,0.22
47055026,2021-07-21,2022-03-31,4.33,4.67,5,5,5,5,4,0.15
47055094,2021-06-30,2022-10-01,4.43,4.57,4.71,4.57,4.57,4.71,4.14,0.34
47055165,2021-11-06,2022-11-28,4.6,5,4.8,4.4,4.6,5,4.6,0.3
47095909,2021-01-31,2022-12-01,4,4.17,3.5,4.5,4.17,4.83,4,0.23
47099540,2021-07-05,2023-02-27,4.63,5,4.38,5,4.88,4.88,4.63,0.39
47135214,2021-08-14,2023-02-19,4.69,4.85,4.31,4.69,4.77,4.92,4.69,0.67
47140496,2021-08-10,2022-09-08,4,4,5,5,3.67,5,4.33,0.15
47143888,2021-10-31,2022-09-13,5,5,5,5,4.67,5,5,0.18
47144051,,,,,,,,,,
47160136,2021-07-03,2023-02-07,4.93,4.89,4.81,5,5,4.93,4.81,1.31
47178276,2021-04-30,2023-01-28,5,5,4.83,5,5,5,4.5,0.26
47179938,2021-02-07,2023-02-27,4.91,4.91,4.94,4.87,4.98,4.81,4.76,4.27
47243371,2023-02-19,2023-02-19,5,5,5,5,5,5,5,1
47247772,2021-07-08,2022-04-19,2.5,2.5,2,3,3,3,2.5,0.1
47267922,2021-04-16,2023-03-12,4.8,4.86,4.75,4.63,4.96,4.95,4.63,2.41
47292724,2021-04-30,2022-11-30,4.29,4.29,4,4.29,4.86,4.43,4.43,0.31
47315911,2021-01-10,2023-02-07,4.61,4.67,4.77,4.58,4.83,4.62,4.55,2.49
47316298,2021-02-24,2023-03-11,4.98,5,4.98,5,5,5,4.91,1.84
47319688,,,,,,,,,,
47328611,2021-02-14,2023-03-06,4.82,4.82,4.76,4.82,4.86,4.89,4.71,3
47341208,2021-05-12,2023-02-16,4.43,4.57,4.29,5,4.86,4.86,4.86,0.31
47344582,2021-01-16,2023-03-07,4.89,4.93,4.9,4.99,4.96,4.93,4.82,4.23
47373270,2021-09-05,2023-02-19,4.96,4.98,4.98,5,5,4.98,4.91,2.48
47397281,2021-01-07,2021-09-12,4.16,4.44,3.44,4.44,4.5,4.91,4.22,1.2
47406734,2021-07-04,2023-03-11,4.8,4.82,4.9,4.92,4.97,4.82,4.85,2.91
47408958,2022-07-10,2022-11-01,4.8,5,4.6,5,5,5,4.4,0.6
47428119,,,,,,,,,,
47428324,,,,,,,,,,
47432370,2021-01-07,2023-02-09,4.31,4.4,4.52,4.34,4.54,4.71,4.29,3.84
47448897,,,,,,,,,,
47472982,2022-05-20,2022-05-20,5,5,5,5,5,5,5,0.1
47474716,2021-01-26,2023-02-28,4.87,4.91,4.9,4.82,4.92,4.92,4.77,6.29
47480096,2021-01-17,2023-03-12,4.83,4.85,4.7,4.9,4.94,4.84,4.79,5.18
47533716,2021-08-23,2023-01-31,5,5,5,4.86,5,5,4.57,0.37
47549583,,,,,,,,,,
47568742,2021-12-11,2023-02-27,4.4,4.4,4.13,3.6,4.6,4.73,4.33,0.98
47584519,2021-05-02,2023-03-05,4.88,4.91,4.7,4.85,4.91,5,4.88,1.45
47585339,2021-03-06,2023-01-27,4.88,4.93,4.95,4.83,4.95,5,4.79,1.71
47586102,2021-01-29,2023-01-11,4.71,4.59,4.82,4.65,4.65,4.65,4.59,0.66
47705051,2021-02-22,2022-10-23,4.5,4.42,4.75,4.75,4.67,4.42,4.08,0.48
47730733,2021-03-02,2021-03-02,5,5,5,5,5,5,5,0.04
47747309,2021-01-24,2022-12-31,4.67,4.65,4.65,4.81,4.94,4.65,4.58,1.85
47761289,2021-03-28,2023-02-14,4.85,5,4.85,5,5,5,4.85,0.54
47786594,2021-04-16,2022-10-22,4.84,4.75,4.88,4.97,5,4.78,4.75,1.38
47790306,2021-04-05,2021-09-24,5,5,5,5,5,4.67,4.67,0.13
47797981,2021-02-15,2023-02-26,4.68,4.73,4.66,4.78,4.82,4.92,4.51,4.23
47870299,2021-04-02,2023-02-19,5,4.91,4.91,5,5,5,4.91,0.46
47875425,2021-02-09,2023-02-24,4.83,4.93,4.93,4.98,4.95,4.93,4.71,1.61
47892580,2021-06-01,2021-06-01,5,5,5,5,5,5,5,0.05
47895345,2021-08-31,2022-11-15,4.8,4.8,5,5,5,5,4.8,0.27
47908132,2021-01-30,2023-02-21,4.88,4.95,4.96,4.96,4.99,4.92,4.9,5.19
47908245,2021-03-31,2022-01-15,4.75,5,4.75,5,4.75,5,4.25,0.17
47920470,2021-07-31,2022-05-28,4.6,4.4,4.4,4.8,4.2,5,4.6,0.25
47926441,2021-04-10,2022-04-01,4.75,4.75,4.75,4.75,4.5,5,4.75,0.17
47980419,2021-03-20,2022-07-01,4.38,4.38,4.38,4.88,4.25,4.75,3.88,0.33
47994243,2021-09-01,2021-10-31,4.5,4.5,4.5,5,4.5,5,4.5,0.11
47997875,2021-02-10,2023-02-20,4.36,4.28,4.51,4.69,4.65,4.63,4.23,3.07
48004011,2021-07-31,2022-11-03,4.5,4.5,4.83,4.33,5,5,4.17,0.3
48004157,2021-10-31,2022-10-01,4,4.2,4.2,3.4,3.4,5,4,0.3
48004886,2021-04-12,2021-04-12,5,5,5,5,5,5,5,0.04
48005143,2021-11-01,2021-11-01,3,2,5,5,3,5,2,0.06
48005353,2022-07-31,2022-08-31,4,3.5,5,3,3.5,5,4.5,0.26
48006117,2023-01-01,2023-01-01,4,5,5,5,5,5,4,0.41
48015009,2021-02-06,2023-02-25,4.14,4.36,4.36,4.43,4.79,4.93,4.79,0.55
48019527,2021-10-17,2023-02-05,4.71,4.71,4.71,5,4.71,5,4.71,0.41
48029958,2022-06-20,2022-12-11,4.94,4.94,4.88,4.94,4.94,5,4.71,1.9
48030531,2022-09-15,2023-02-03,5,5,5,4.75,5,4.75,4.75,0.66
48070793,2021-03-05,2023-02-26,4.72,4.86,4.85,4.79,4.9,4.73,4.71,6.81
48078844,,,,,,,,,,
48082323,2021-03-26,2023-01-01,4.94,5,5,5,4.92,5,4.86,1.5
48083270,2021-03-08,2021-11-13,4.9,5,5,5,5,4.9,5,0.41
48086824,,,,,,,,,,
48087075,2021-03-19,2021-03-19,2,1,5,3,2,5,2,0.04
48087568,2022-08-06,2022-08-06,5,5,5,5,5,5,5,0.14
48090976,,,,,,,,,,
48096556,2021-11-07,2023-01-15,4.43,3.71,4.57,5,5,5,3.86,0.43
48097994,,,,,,,,,,
48098117,,,,,,,,,,
48098921,2021-12-22,2022-08-31,4.5,4.5,4.5,4.5,4.5,5,4.5,0.13
48112778,2021-10-01,2021-10-01,5,3,5,5,2,5,4,0.06
48113043,,,,,,,,,,
48113196,2021-08-31,2022-12-15,5,5,5,4.67,5,5,4.67,0.16
48113611,,,,,,,,,,
48124906,2021-06-06,2023-01-17,4.45,4.52,4.02,4.76,4.59,4.78,4.48,4.27
48125431,2021-08-06,2023-03-07,4.87,4.88,4.88,4.93,4.99,4.88,4.83,4.25
48135200,2021-04-23,2023-02-13,4.62,4.65,4.41,4.92,4.81,4.81,4.62,1.61
48159315,2021-06-23,2023-01-21,4.75,4.88,4.5,4.88,5,5,4.88,0.38
48167443,2021-03-26,2022-12-31,4.68,4.82,4.74,4.87,4.66,4.82,4.62,3.63
48168010,2021-03-20,2023-03-06,4.52,4.75,4.56,4.61,4.67,4.81,4.56,5.38
48174444,2021-03-05,2023-03-12,4.8,4.78,4.88,4.58,4.88,4.8,4.74,2.03
48185684,2021-03-06,2023-02-22,4.82,4.92,4.92,4.92,4.83,4.73,4.87,2.44
48190300,2022-10-29,2022-10-29,5,5,5,5,5,5,5,0.22
48190405,,,,,,,,,,
48201860,2021-03-01,2023-02-25,4.66,4.77,4.6,4.79,4.83,4.79,4.71,4.19
48204168,,,,,,,,,,
48214228,2021-09-02,2023-02-15,4.14,4.14,5,4.29,4,5,3.71,0.38
48227761,2021-09-02,2022-11-04,4.5,5,4.5,5,5,4.75,4.5,0.21
48228018,2021-11-23,2022-11-14,4.33,4.33,4.33,3.67,3.67,5,4.33,0.19
48228186,2021-05-31,2023-01-05,4.83,4.83,4.83,5,4.67,4.83,4.17,0.28
48228391,2021-06-05,2022-04-26,4.33,5,4.33,5,4.67,5,4.33,0.14
48229558,2021-07-31,2023-02-27,5,4.86,5,5,5,4.71,4.57,0.35
48242718,2023-01-31,2023-01-31,5,5,3,5,5,5,4,0.7
48243511,2021-05-15,2023-03-07,4.84,4.94,4.97,4.92,4.92,4.67,4.81,5.29
48244780,2021-03-05,2023-03-02,4.69,4.79,4.74,4.64,4.69,4.49,4.72,1.58
48258110,2022-04-15,2023-03-01,4.96,4.88,4.98,5,4.98,4.84,4.86,4.58
48258797,2021-03-08,2023-02-25,4.8,4.91,4.77,4.89,4.97,4.48,4.72,2.61
48258965,2021-04-07,2022-10-23,4.86,4.88,4.91,4.86,4.93,4.77,4.81,1.82
48280301,2021-03-12,2022-12-29,4.46,4.73,4.08,5,4.85,4.92,4.63,1.96
48305773,2021-09-14,2021-09-14,4,4,5,5,4,5,4,0.05
48310359,2021-04-04,2022-12-22,4.67,4.83,4.67,5,5,5,4.83,0.25
48311778,2021-03-22,2023-02-20,4.91,4.97,4.85,4.95,4.92,4.85,4.94,2.74
48319859,2022-09-26,2022-11-01,5,5,5,5,5,5,5,0.35
48343866,2021-03-22,2023-03-05,4.87,4.95,4.86,4.72,4.92,4.86,4.74,3.57
48369124,2021-03-12,2023-03-05,4.62,4.76,4.42,4.9,4.83,4.97,4.55,3.23
48380631,2021-05-18,2022-12-11,5,4.67,5,5,5,5,4.33,0.14
48384060,2021-03-14,2022-12-31,4.95,4.95,4.84,4.95,4.89,5,4.84,0.78
48384111,2021-06-25,2023-02-24,5,5,5,5,5,4.97,4.93,1.39
48395477,,,,,,,,,,
48406680,2021-03-04,2021-03-04,1,1,1,1,1,1,1,0.04
48431021,2021-04-02,2023-01-14,4.57,4.57,4.71,4.57,4.57,4.71,4.43,0.29
48441604,2021-03-31,2023-03-06,4.88,4.98,4.97,4.98,5,4.97,4.75,2.48
48468582,2021-03-06,2023-02-26,4.97,4.93,4.89,4.92,4.99,5,4.88,3.09
48473757,2021-03-17,2023-02-27,4.85,4.9,4.92,4.86,4.99,4.9,4.77,5.11
48484542,2021-04-04,2023-02-16,4.88,5,4.75,4.88,4.88,5,5,0.34
48487736,2021-08-23,2021-08-23,5,5,5,5,5,5,5,0.05
48499335,2021-04-11,2023-02-17,4.6,4.74,4.35,4.57,4.67,4.93,4.68,4.01
48509898,2021-06-03,2023-01-04,5,5,5,5,5,4.97,5,1.57
48526879,2021-04-11,2023-02-12,4.68,4.56,4.58,4.82,4.74,4.72,4.6,2.13
48535165,2021-08-31,2022-09-14,5,5,5,5,5,5,4.67,0.16
48547310,2021-07-02,2023-03-12,5,4.97,5,5,4.95,4.97,4.82,1.88
48553847,2021-03-21,2023-03-10,4.89,4.93,4.91,4.81,4.93,4.93,4.82,7.29
48554012,2021-05-05,2023-01-31,5,4.9,4.7,5,5,4.9,4.7,0.44
48562554,2021-03-31,2023-02-22,4.92,4.94,4.94,4.98,4.99,4.94,4.84,5.92
48574343,2021-09-18,2023-01-09,4.86,5,4.57,5,4.43,4.86,4.57,0.39
48577269,,,,,,,,,,
48577652,2022-08-20,2022-08-20,5,4,5,5,5,5,4,0.14
48577969,,,,,,,,,,
48578263,,,,,,,,,,
48578918,,,,,,,,,,
48579389,2021-05-09,2021-05-09,5,5,5,5,5,5,5,0.04
48579791,2021-06-02,2021-11-01,5,5,5,5,4,5,4.5,0.09
48587260,2021-04-16,2023-02-27,4.72,4.74,4.79,4.73,4.88,4.8,4.63,5.5
48611956,2021-03-26,2023-03-12,4.79,4.82,4.87,4.81,4.91,4.95,4.73,5.63
48640539,2021-05-23,2023-02-28,4.89,4.92,4.95,4.9,4.91,4.9,4.79,3.95
48661064,2021-04-27,2021-11-15,5,5,5,5,5,5,4.75,0.17
48679515,2021-04-02,2023-02-05,4.85,4.95,4.85,4.78,4.9,4.73,4.85,1.73
48682875,2021-03-20,2023-03-13,4.83,4.83,4.81,4.86,4.79,4.57,4.76,7.32
48713011,2021-08-03,2021-08-03,5,5,5,5,5,5,4,0.05
48722790,2021-05-01,2023-01-27,4.81,4.87,4.91,4.87,4.94,4.6,4.62,2.06
48737659,2021-06-28,2023-03-04,4.86,4.95,4.99,4.92,4.98,4.75,4.82,4.42
48756845,2021-04-26,2023-03-11,5,4.99,5,4.97,4.99,4.96,4.93,3.23
48760992,2021-04-03,2023-02-01,4.86,4.86,5,4.9,4.9,4.86,4.95,0.89
48761092,2021-05-03,2022-12-27,4.85,4.9,4.95,4.95,4.9,4.65,4.7,0.88
48773250,2021-12-06,2023-02-20,5,4.95,5,5,5,4.8,4.95,1.29
48846105,2021-07-25,2021-08-31,5,4.5,5,5,5,5,4.5,0.1
48846533,,,,,,,,,,
48846867,2021-06-14,2022-10-30,4.58,4.65,4.35,5,4.92,4.88,4.46,1.22
48883040,2021-08-30,2021-08-30,4,5,5,5,5,5,4,0.05
48884299,2022-06-30,2022-12-08,5,5,4.83,5,5,5,4.83,0.7
48920775,2021-08-16,2023-02-04,4.85,5,4.85,5,5,5,4.77,0.68
48940401,2021-05-08,2023-02-26,5,4.93,4.93,5,4.93,5,4.87,0.67
48960147,2022-05-15,2023-02-26,4.73,4.76,4.76,4.76,4.82,4.18,4.61,3.26
48961715,2021-08-02,2022-12-31,5,5,4.92,5,5,4.88,4.92,1.27
49062327,2021-04-22,2023-02-06,4.61,4.72,4.67,4.76,4.72,4.85,4.67,1.99
49082089,2021-05-29,2022-09-08,4.83,5,4.83,4.83,4.5,5,4.83,0.27
49093947,2023-02-22,2023-02-22,5,5,5,5,5,5,5,1
49095894,2021-09-09,2022-08-18,5,5,5,5,5,5,4.67,0.16
49098433,2021-04-11,2021-11-27,4.83,4.85,4.9,4.9,4.95,4.8,4.78,1.71
49111180,,,,,,,,,,
49116789,2021-07-22,2023-01-02,5,5,4.9,5,4.9,4.9,4.7,0.5
49118691,2021-05-24,2021-05-24,4,4,4,5,5,5,5,0.05
49161559,2022-06-04,2023-03-04,4.93,5,5,5,5,4.9,4.93,3.17
49174307,2021-04-30,2023-02-25,4.25,4.43,4.18,4.61,4.51,4.55,4.25,3.64
49180753,2021-06-18,2023-01-02,4.43,4.57,4.29,4.29,4.86,3.71,4.43,0.33
49200770,2021-07-31,2023-02-15,4.71,4.71,4.57,5,4.57,4.29,4.29,0.35
49213467,2021-05-26,2023-02-23,4.38,4.59,4.49,4.33,4.54,4.81,4.38,5.33
49215656,2021-06-07,2022-09-28,4.7,4.81,4.78,4.81,4.78,4.81,4.7,1.25
49218701,2022-07-31,2022-07-31,2,2,2,3,2,3,2,0.13
49218956,,,,,,,,,,
49227757,2021-07-01,2023-01-04,5,4.8,4.9,5,5,5,4.7,0.48
49234546,,,,,,,,,,
49245614,2021-08-31,2023-02-04,5,5,4.75,5,5,4.75,4.75,0.21
49250591,2022-01-10,2023-02-13,5,5,4.9,5,5,4.9,5,0.7
49259759,2021-04-29,2022-09-24,4.85,4.88,4.63,4.98,4.9,4.88,4.7,1.75
49263262,2021-06-13,2022-08-21,4.47,4.27,4.27,4.6,4.47,4.8,4.2,0.7
49263410,,,,,,,,,,
49274936,2021-07-09,2022-04-19,4.5,4.75,4.5,4.75,4.75,5,4.75,0.2
49289100,2021-05-11,2022-11-09,4.43,4.64,4.5,4.64,4.64,4.86,4.36,0.62
49292823,2021-06-04,2022-01-02,5,5,5,5,5,5,4.92,0.6
49293657,2021-07-11,2023-02-12,4.71,4.76,4.67,4.81,4.52,4.76,4.57,1.03
49322534,2021-06-12,2023-01-07,5,4.89,5,5,5,5,5,0.42
49347205,2021-04-28,2023-02-25,4.47,4.4,4.44,4.37,4.66,4.8,4.4,4.42
49367406,2022-10-31,2023-03-04,5,5,5,4.79,5,4.71,4.86,3.11
49385564,2021-06-25,2023-01-31,5,5,5,5,5,4.8,4.8,0.24
49405745,2021-05-12,2023-03-02,4.8,4.83,4.94,4.89,4.83,4.76,4.72,2.41
49417587,2021-07-01,2023-03-02,4.86,5,5,5,5,5,4.86,0.68
49444222,2021-05-10,2023-02-19,4.93,4.96,4.94,4.91,4.93,4.97,4.81,3.03
49445133,2021-10-01,2021-12-09,5,5,4.5,5,5,5,4.5,0.11
49460681,2022-01-15,2022-05-11,4,4.33,3,4.67,4,5,4,0.21
49463332,,,,,,,,,,
49467325,2021-08-23,2023-01-06,4.86,4.86,4.43,4.86,4.86,4.57,5,0.37
49469128,2021-07-17,2022-10-12,4.5,4.67,4,5,4.5,4.17,4.5,0.3
49487564,2021-06-23,2023-02-06,4.8,4.88,4.83,4.85,4.89,4.83,4.72,4.67
49505394,2021-07-03,2023-03-08,4.99,5,5,5,5,4.9,4.9,3.34
49506913,2021-08-01,2023-03-04,4.86,4.86,4.91,4.86,4.86,4.86,4.82,1.12
49520086,2021-05-09,2023-02-20,4.91,4.99,4.96,4.79,4.95,5,4.83,3.33
49531486,2021-05-23,2023-03-02,4.86,4.92,4.84,4.97,4.97,4.84,4.84,1.68
49532581,2021-07-11,2022-07-17,4.96,4.96,4.98,5,4.98,4.96,4.81,2.55
49533657,2021-08-04,2023-02-26,4.91,4.96,4.88,4.9,4.86,4.97,4.81,3.52
49550641,2021-08-06,2022-12-23,4.33,4.67,4,5,4.67,5,3.67,0.15
49553408,2022-09-16,2023-01-02,5,5,5,5,5,5,5,0.33
49598472,2021-08-31,2021-10-30,4.33,5,4.67,5,4.67,5,4,0.16
49598735,2022-03-24,2023-03-05,4.91,4.93,4.93,4.91,4.93,4.81,4.78,4.55
49598996,2021-06-13,2023-01-28,5,4.83,5,5,5,4.83,4.83,0.28
49608999,2021-05-31,2023-02-23,4.84,4.94,4.94,4.81,4.91,4.86,4.73,3.54
49611171,2021-07-01,2023-02-19,4.95,4.89,4.98,4.98,4.97,4.98,4.89,2.94
49611812,2021-05-16,2022-05-23,4.7,4.81,4.59,5,5,4.78,4.7,1.21
49629032,2021-07-02,2023-03-06,4.91,4.97,4.97,4.97,4.99,4.76,4.87,5.65
49633437,2021-07-10,2022-06-30,4.2,4.4,4.2,3.4,4.4,5,3.6,0.24
49659579,2021-06-16,2023-03-03,4.82,4.85,4.92,4.86,4.86,4.78,4.73,3.44
49671642,2021-05-19,2023-02-26,4.88,4.96,4.97,4.91,4.86,4.94,4.84,3.11
49672071,2022-01-09,2023-02-28,5,5,5,5,5,5,5,0.21
49672841,,,,,,,,,,
49674992,2021-07-21,2022-12-27,5,5,4.9,5,5,5,4.9,0.5
49676079,2021-06-30,2023-01-30,4.99,4.99,4.94,4.98,5,4.9,4.89,5.06
49711999,2021-07-31,2021-07-31,5,5,5,5,5,5,5,0.05
49717748,2021-05-12,2023-03-02,4.98,4.95,4.96,4.85,5,4.98,4.79,3.75
49728888,2021-09-17,2021-09-17,5,5,5,5,5,5,5,0.06
49732231,2021-06-13,2023-02-15,5,4.71,4.57,4.86,4.71,4.86,4.71,0.33
49736233,,,,,,,,,,
49736443,2021-07-20,2021-08-28,4.5,4,3.5,2.5,5,5,4,0.1
49736607,2021-08-16,2022-01-02,4,4.75,4,2.5,3.75,5,4,0.21
49738253,2021-07-25,2023-01-16,5,5,5,5,5,5,4.67,0.15
49756276,2021-08-08,2023-02-09,5,5,5,4.75,5,4.88,5,0.41
49759027,2021-05-28,2023-01-23,4.91,4.91,4.83,5,4.97,4.89,4.74,1.6
49781576,2021-08-15,2022-10-09,5,5,5,5,5,4.17,5,0.31
49832875,,,,,,,,,,
49855529,2021-07-18,2023-02-26,4.67,4.81,4.7,4.5,4.75,4.97,4.79,5.9
49857640,2021-05-20,2023-02-16,4.66,4.72,4.91,4.89,4.6,4.72,4.47,2.12
49888707,2021-06-07,2022-12-27,4.8,4.8,4.89,4.89,4.84,4.69,4.73,2.55
49896211,2021-07-23,2021-08-08,3.67,4.33,4.67,4.67,3.33,4.67,4.67,0.15
49909554,2021-06-02,2023-02-06,4.81,4.89,4.86,4.94,4.84,4.76,4.7,2.9
49916516,2021-07-24,2022-10-31,4.6,4.6,4.2,4.4,4.4,4.8,4.6,0.25
49923358,2021-06-07,2022-10-03,4.91,4.93,4.89,5,5,4.93,4.89,2.51
49924638,2021-07-25,2023-03-05,4.93,4.95,4.9,5,4.98,4.87,4.89,3.06
49936362,2021-05-31,2023-02-26,4.7,4.75,4.75,4.81,4.67,4.64,4.58,3.72
49952404,2021-07-02,2022-09-17,4.95,4.84,4.89,4.84,4.84,4.95,4.74,0.92
49952443,,,,,,,,,,
49965502,2022-03-15,2022-11-30,5,4.5,4.5,5,5,5,4.5,0.16
50003396,2021-06-24,2022-10-15,4.95,4.95,4.95,4.95,4.98,4.88,4.86,2
50007462,2021-07-09,2022-08-19,4.94,5,4.94,4.94,5,4.94,5,0.88
50009867,2021-07-09,2022-04-21,5,5,5,5,5,5,5,0.2
50009999,,,,,,,,,,
50010877,2021-12-12,2022-08-31,5,5,4.5,5,5,5,4.5,0.13
50011145,,,,,,,,,,
50017691,,,,,,,,,,
