id,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
28515889,2018-10-01,2023-02-20,4.91,4.94,4.98,4.96,4.98,5,4.85,0.98
28544724,2019-05-27,2022-11-01,4.64,4.45,4.91,4.55,5,4.45,3.91,0.24
28583815,2018-10-21,2023-02-27,4.89,4.91,4.83,4.86,4.97,4.86,4.81,3.29
28586415,2018-09-20,2022-06-12,4.91,4.82,4.95,5,4.86,4.86,4.95,0.4
28604839,2018-10-19,2022-03-14,4.75,5,5,5,4.75,4.5,4.25,0.07
28605400,2019-01-31,2019-10-20,5,4.5,5,5,5,5,5,0.04
28669628,,,,,,,,,,
28674567,2018-09-29,2023-02-23,4.91,4.91,4.91,4.89,4.98,4.95,4.77,4.37
28691819,2019-01-31,2022-12-10,4.94,4.89,4.72,5,5,4.83,4.89,0.36
28697899,2018-09-23,2023-03-13,4.91,4.92,4.94,4.99,4.99,4.81,4.82,6.55
28699576,2022-02-11,2023-03-02,4.8,5,4.8,5,5,5,4.6,0.38
28715022,2020-01-16,2022-06-08,5,5,4.75,5,5,5,5,0.1
28718335,2018-11-15,2019-09-18,5,4.75,5,5,5,5,5,0.08
28719772,2018-10-02,2019-09-29,4.75,4.89,4.75,4.89,5,4.96,4.71,0.52
28722085,2018-09-28,2023-03-10,4.95,4.9,4.91,4.96,4.97,4.93,4.87,2.06
28722542,2018-09-30,2023-02-26,4.78,4.85,4.77,4.86,4.92,4.85,4.64,4.46
28735887,,,,,,,,,,
28740196,2018-10-04,2023-03-11,4.98,4.98,5,4.99,5,4.97,4.89,3.79
28760438,2018-11-21,2023-02-10,4.75,4.85,4.92,4.9,4.9,4.77,4.72,1.16
28785104,,,,,,,,,,
28815787,2022-12-10,2023-01-12,5,5,5,5,5,5,5,0.63
28815819,2019-03-26,2019-07-10,5,5,5,5,5,5,4.67,0.06
28873745,2018-10-29,2023-02-07,4.93,4.94,4.92,4.97,4.95,4.92,4.84,2.31
28910369,2018-10-05,2023-02-26,4.71,4.79,4.79,4.61,4.7,4.88,4.61,2.02
28941586,,,,,,,,,,
28942942,2019-08-31,2022-08-20,4.86,5,4.86,5,5,5,5,0.16
28986945,2021-01-15,2023-01-31,5,5,4.88,5,5,5,5,0.3
28987551,2021-02-01,2021-07-01,5,5,4.5,5,5,5,5,0.08
28987554,2019-03-31,2023-02-22,4.92,5,4.62,5,5,5,4.62,0.27
29015803,2018-10-28,2021-05-19,4.85,4.93,4.89,5,4.98,4.74,4.75,1.54
29038663,2018-10-14,2022-08-09,4.8,4.89,4.91,4.89,4.91,4.68,4.66,0.84
29038862,2018-10-10,2023-02-17,4.75,4.81,4.58,4.96,4.9,4.97,4.75,2.58
29057458,2018-10-18,2023-03-09,4.97,4.94,4.91,4.89,4.94,4.94,4.89,0.65
29075223,2018-10-19,2020-02-16,4.5,5,4.5,5,5,4.75,4.75,0.07
29131502,2018-10-31,2023-02-21,4.64,4.76,4.7,4.53,4.62,4.37,4.64,2.54
29149436,2018-11-04,2023-02-20,4.63,4.74,4.54,4.82,4.77,4.69,4.61,1.9
29165303,2018-11-08,2022-01-25,4.97,4.95,5,5,5,4.68,5,1.3
29177848,2018-10-14,2023-02-22,4.58,4.65,4.56,4.81,4.75,4.78,4.66,1.88
29184741,2018-11-07,2023-03-11,4.91,4.91,4.9,4.96,4.98,4.99,4.92,4.4
29187281,2021-08-03,2023-03-12,4.97,4.94,4.91,4.91,4.97,4.41,4.71,1.73
29210356,2022-11-23,2023-01-26,4,4,4,4.5,4.5,4.5,4,0.54
29214094,2019-08-24,2022-03-02,5,5,5,5,5,5,5,0.05
29238817,2018-12-10,2019-06-02,4.68,4.84,4.37,4.42,4.89,5,4.95,0.37
29244633,2018-10-18,2020-03-17,4.85,4.79,4.85,4.97,4.98,4.87,4.73,1.81
29256285,2019-06-01,2020-01-01,4.82,5,4.73,4.91,4.91,4.82,4.82,0.24
29256782,2019-02-25,2020-01-01,4.89,4.89,4.79,4.89,4.84,4.63,4.63,0.39
29266447,2018-11-15,2023-03-01,4.83,4.87,4.89,4.89,4.87,4.9,4.75,1.35
29279647,2018-11-20,2020-12-24,5,5,4.97,4.97,4.97,4.81,4.87,0.59
29307627,2018-11-17,2023-01-06,4.8,4.94,4.89,4.86,4.93,4.68,4.79,1.52
29346974,,,,,,,,,,
29393169,2018-10-28,2023-03-12,4.78,4.88,4.84,4.76,4.93,4.92,4.63,3.38
29462560,2018-11-11,2020-02-17,4.69,4.86,4.49,5,4.95,4.75,4.54,1.12
29481528,,,,,,,,,,
29541939,2019-05-07,2020-01-05,5,5,4.9,5,5,5,4.9,0.21
29548839,2018-11-02,2023-02-20,4.88,4.96,4.86,4.91,4.9,4.83,4.84,3.2
29593493,2018-11-18,2022-09-20,4.55,4.67,4.81,4.88,4.88,4.9,4.44,0.8
29649427,2018-12-27,2022-08-20,5,5,5,5,4.67,5,5,0.06
29653055,,,,,,,,,,
29659260,,,,,,,,,,
29703650,2019-03-08,2023-02-24,4.5,5,4.38,4.88,4.63,5,4.25,0.16
29736759,2018-11-19,2021-05-22,4.71,4.86,4.48,4.9,4.95,4.29,4.62,0.4
29742641,2019-01-06,2019-09-27,4.77,4.77,4.94,4.82,4.97,4.98,4.69,1.22
29742927,2018-11-18,2022-12-22,4.95,4.97,4.86,4.89,4.98,4.98,4.77,1.24
29765542,2019-09-01,2022-11-30,4.57,4.73,4.47,4.9,4.77,5,4.57,0.7
29778330,2018-12-26,2019-01-04,5,5,5,5,5,5,5,0.06
29780872,2019-05-07,2020-03-08,5,5,4.33,5,5,5,5,0.06
29795231,2018-11-18,2023-03-06,4.57,4.64,4.43,4.76,4.6,4.95,4.62,2.45
29802812,2019-10-12,2023-03-12,4.72,4.81,4.72,4.67,4.9,4.82,4.69,2.26
29803139,2018-11-25,2023-03-05,4.93,4.98,4.81,4.95,5,4.95,4.76,0.8
29826279,2019-04-07,2023-02-19,4.83,4.88,4.83,4.96,4.93,4.86,4.86,2.36
29835925,,,,,,,,,,
29838522,2019-07-14,2022-12-17,4.27,4.36,4.36,4.36,4.27,4.73,4.09,0.25
29860889,2018-12-02,2018-12-02,5,5,5,5,5,5,5,0.02
29900725,,,,,,,,,,
29902621,,,,,,,,,,
29970776,,,,,,,,,,
29987830,2018-12-31,2022-02-24,5,5,5,5,5,5,5,0.06
29991290,2018-11-15,2023-02-27,4.93,4.92,4.95,4.69,4.93,4.96,4.84,1.61
29998069,2018-12-29,2022-12-26,4.79,4.71,4.79,4.83,4.63,4.75,4.54,0.47
29998095,2018-11-28,2019-01-01,5,5,5,4.5,4.83,5,5,0.11
30012715,2019-01-01,2023-01-11,5,5,4.46,5,5,5,5,0.25
30013824,2022-10-30,2023-01-31,5,5,5,5,5,4.8,5,1.1
30014538,2018-12-07,2023-02-19,4.49,4.84,4.17,4.81,4.71,4.88,4.55,1.92
30017511,2018-11-19,2020-03-29,4.78,4.82,4.86,5,4.97,4.91,4.8,1.41
30019478,,,,,,,,,,
30051172,2018-12-08,2023-01-04,4.92,4.95,4.93,4.94,4.98,4.77,4.87,1.83
30069730,2021-06-07,2023-03-05,4.89,4.89,4.89,4.87,4.99,4.86,4.78,4.27
30083690,2019-05-17,2023-02-21,5,5,4.92,4.92,5,5,4.83,0.26
30130446,2019-01-31,2019-06-30,4,4.5,5,5,4.5,5,4.5,0.04
30133503,2018-11-25,2023-01-24,4.63,4.71,4.72,4.92,4.84,4.56,4.54,1.74
30147059,2019-01-06,2019-06-04,4.33,4.67,4.33,4,3.33,5,4.67,0.06
30204180,2018-12-09,2023-02-23,4.9,4.9,4.91,4.97,4.99,4.87,4.79,1.89
30204807,2018-11-30,2023-02-20,4.68,4.78,4.66,4.84,4.91,4.9,4.54,3.07
30206363,2019-05-22,2019-08-18,5,5,5,5,5,5,4.8,0.11
30207221,2018-11-26,2020-01-20,4.92,4.96,5,5,5,4.46,4.79,0.46
30213093,2018-12-02,2019-12-14,4.89,4.93,4.93,4.85,5,4.96,4.78,0.52
30229887,2019-10-31,2022-02-28,3,3,3,3,3.5,5,3.5,0.05
30238086,2019-06-26,2023-01-03,5,4.94,4.86,5,5,4.83,4.97,0.77
30270074,2019-04-01,2019-09-28,5,5,5,4.5,5,5,4.5,0.04
30318796,2018-12-10,2023-01-10,5,4.82,4.91,4.91,5,4.91,4.82,0.21
30322369,2019-01-02,2023-02-06,4.97,4.99,4.98,4.97,4.99,5,4.94,1.74
30329954,,,,,,,,,,
30342646,2019-06-01,2022-07-15,5,5,5,5,5,5,4.67,0.2
30345097,2019-01-01,2022-10-10,4.82,4.91,4.95,4.79,4.87,4.95,4.71,2.56
30346694,2018-12-09,2022-12-28,4.85,5,5,4.95,5,4.95,4.85,1.45
30346862,2019-02-24,2023-02-06,4.83,4.88,4.84,4.92,4.96,4.99,4.59,2.82
30352025,,,,,,,,,,
30355890,2021-11-01,2022-09-19,4.84,4.95,5,4.95,4.95,4.79,4.84,1.14
30371290,2019-04-27,2022-08-18,5,4.8,5,5,5,4.8,5,0.11
30373419,2019-05-27,2022-08-27,4.96,4.85,4.81,4.89,4.96,4.93,4.85,0.61
30431283,2019-05-08,2022-02-01,4.88,4.88,4.88,4.75,5,5,4.5,0.17
30447982,2018-12-07,2019-06-14,4.75,5,4.75,5,5,4.75,4.58,0.23
30464949,,,,,,,,,,
30487322,2018-12-09,2019-09-08,4.17,4.5,4,4.5,4.83,4.33,4.33,0.13
30502873,2018-12-28,2023-02-28,4.92,4.89,4.88,4.98,4.99,4.91,4.9,2.05
30557868,2018-12-31,2019-10-18,4.93,4.95,5,4.98,5,4.7,4.88,0.78
30559784,2018-12-25,2020-01-28,4.33,4.39,4.56,4.56,4.78,4.94,4.44,0.35
30584324,2019-01-17,2022-12-18,4.45,4.82,4.09,4.82,4.64,4.82,4.64,0.22
30589887,2018-12-16,2020-01-04,4.52,4.84,4.62,4.56,4.54,4.88,4.52,1.59
30592428,,,,,,,,,,
30689243,2018-12-18,2023-02-27,4.71,4.86,4.72,4.79,4.94,4.89,4.65,3.86
30692099,2019-01-02,2023-03-06,4.71,4.79,4.93,4.64,4.96,4.93,4.68,0.55
30743342,,,,,,,,,,
30768655,2019-08-04,2022-12-01,4.73,4.82,4.36,4.91,5,5,4.45,0.25
30801826,,,,,,,,,,
30856530,,,,,,,,,,
30892524,2019-09-29,2022-09-15,5,4.9,4.8,4.9,4.9,5,4.6,0.24
30914254,2018-12-28,2020-03-16,4.8,4.93,4.85,4.83,4.98,4.73,4.7,1.17
30965700,2019-09-11,2019-10-06,4.67,5,5,5,5,5,5,0.07
30994676,2019-01-27,2020-03-18,4.6,4.72,4.45,4.8,4.62,4.83,4.67,1.19
31017716,,,,,,,,,,
31018531,2021-08-16,2021-08-16,1,1,2,1,1,4,3,0.05
31018794,2021-05-01,2022-10-31,4.67,4.33,5,5,4.33,5,4.67,0.13
31101733,2022-07-09,2023-03-05,4.81,4.87,4.87,4.94,4.87,4.91,4.72,5.66
31122370,2019-08-10,2022-08-30,5,5,4.88,5,5,5,5,0.18
31124621,2022-05-11,2023-03-05,4.84,4.92,4.94,4.95,4.94,4.73,4.83,6.23
31173831,2019-03-04,2023-02-22,4.87,5,4.89,5,4.96,4.93,4.85,1.47
31178487,,,,,,,,,,
31221804,2022-11-30,2022-11-30,4,5,5,5,5,5,5,0.29
31238073,2019-01-17,2023-02-20,4.86,4.96,4.85,4.92,4.94,4.81,4.72,2.21
31264316,2019-06-26,2019-08-24,5,5,4.8,4.8,4.8,5,4.4,0.11
31287337,2019-08-28,2019-08-28,5,5,5,5,5,5,5,0.02
31294810,2019-02-08,2022-12-31,4.96,4.99,4.93,5,5,4.84,4.8,1.5
31317039,2019-08-08,2022-08-25,4.14,4.57,4.14,4.71,4.71,4.86,4,0.16
31317042,2019-02-18,2020-08-10,4.95,5,4.74,4.95,5,4.89,4.89,0.38
31338715,,,,,,,,,,
31339164,2019-05-13,2023-02-25,4.88,4.93,4.88,4.91,4.93,4.81,4.84,0.92
31340160,2019-01-26,2020-03-14,4.96,4.99,4.97,4.96,5,4.93,4.94,1.39
31343548,2019-02-20,2023-02-12,4.83,4.83,4.94,4.94,4.83,5,4.83,0.36
31387750,,,,,,,,,,
31388423,2019-02-03,2023-02-20,4.8,4.91,4.93,4.93,4.95,4.93,4.8,0.88
31419801,2019-01-13,2023-03-07,4.82,4.86,4.84,4.85,4.85,4.84,4.89,2.76
31444609,2019-09-08,2023-02-01,4.74,4.55,4.79,4.79,4.88,4.88,4.48,0.98
31444945,2019-06-01,2023-03-01,4.62,4.63,4.75,4.63,4.58,4.81,4.42,3.88
31444953,2019-02-03,2022-07-14,4.72,4.83,4.72,4.78,4.75,4.97,4.47,0.72
31445122,2019-05-02,2023-03-12,4.62,4.68,4.74,4.69,4.59,4.88,4.42,1.57
31445146,2019-05-27,2022-08-07,4.55,4.45,4.77,4.45,4.68,4.91,4.23,0.48
31489238,2019-07-15,2020-04-18,5,5,4.67,5,5,5,4.67,0.07
31542303,2019-03-03,2023-01-30,4.67,4.69,4.73,4.93,4.77,4.69,4.65,1.71
31543440,2019-02-18,2020-02-23,5,5,4.75,5,5,5,4.75,0.08
31558615,2019-02-15,2022-10-31,4.95,5,4.9,5,5,4.9,4.65,0.4
31570080,2019-02-10,2019-05-01,4.8,4.8,4.8,5,5,5,5,0.12
31646868,2019-04-27,2019-06-03,5,5,4.75,5,5,4.75,4.75,0.08
31667932,,,,,,,,,,
31669586,2019-06-02,2023-03-06,4.86,4.88,4.87,4.97,4.99,4.89,4.84,2.39
31710193,2019-03-07,2022-09-29,4.79,4.83,4.88,5,4.96,4.96,4.67,0.98
31716181,2019-08-17,2022-08-13,5,5,5,5,5,5,5,0.16
31758873,2019-03-10,2023-02-22,4.8,4.89,4.65,4.98,4.96,4.97,4.66,2.11
31760440,2019-02-02,2023-03-02,4.76,4.73,4.65,4.86,4.97,4.96,4.65,2.94
31799624,2020-09-01,2023-02-19,4.6,4.8,4.8,4.4,4.9,4.9,4.4,0.32
31800789,2020-09-05,2022-11-30,4.64,4.82,4.91,5,4.91,5,4.55,0.36
31806238,2019-03-11,2023-02-27,4.95,4.95,4.95,4.79,4.97,5,4.71,0.8
31808407,2019-08-31,2021-03-03,5,5,4.67,5,5,5,5,0.07
31833644,,,,,,,,,,
31854395,2019-03-06,2021-09-01,4.93,4.9,4.97,5,4.97,4.9,4.79,0.59
31881833,2022-06-17,2023-01-08,5,4,5,4,4,5,4.5,0.22
31898791,2019-08-26,2019-08-26,5,5,5,4,4,4,4,0.02
31909553,2019-03-07,2023-02-28,4.78,4.78,4.87,4.91,4.91,4.91,4.74,0.47
31929412,2019-03-08,2022-11-30,4.81,4.82,4.79,4.88,4.92,4.9,4.78,2.78
31934285,2019-02-20,2022-10-05,4.59,4.86,4.49,4.89,4.79,4.56,4.7,2.18
31941008,2019-02-11,2023-03-08,4.62,4.62,4.41,4.88,4.65,4.79,4.62,0.68
31956614,,,,,,,,,,
32013288,2019-04-28,2023-02-25,4.89,4.94,4.85,4.94,4.91,4.91,4.76,1.4
32041648,2019-03-28,2019-03-28,5,5,5,5,5,5,5,0.02
32043949,2019-03-06,2023-02-28,4.9,4.91,4.92,4.91,4.84,4.88,4.89,2.35
32044207,,,,,,,,,,
32069175,2019-03-08,2019-11-10,4.63,4.89,4.8,4.94,4.77,4.63,4.63,0.72
32089495,2019-03-04,2020-03-08,4.64,4.61,4.55,4.97,4.97,4.82,4.64,0.67
32095549,2019-02-16,2023-02-10,4.9,4.9,4.83,4.78,4.92,4.95,4.73,1.21
32108967,2019-11-10,2023-02-24,4.63,4.45,4.34,4.79,4.87,4.79,4.53,0.93
32115125,2020-07-28,2023-02-28,4.9,4.94,4.94,4.98,4.9,4.88,4.75,3.03
32127471,2019-08-18,2022-09-27,4.73,4.95,4.86,4.91,5,4.82,4.86,0.51
32135798,2019-10-09,2023-01-22,4.67,4.78,4.56,4.89,4.89,4.89,4.67,0.22
32160848,,,,,,,,,,
32162289,2019-02-19,2023-02-28,4.83,4.87,4.91,4.93,4.95,4.84,4.73,2.46
32164701,2019-07-05,2022-08-23,5,5,4.9,5,5,4.8,4.8,0.22
32172374,2019-03-08,2023-02-25,4.71,4.8,4.64,4.75,4.91,4.86,4.6,6.95
32186644,2019-03-24,2023-02-28,4.97,5,4.99,4.98,4.99,4.97,4.96,2.46
32195144,2019-07-04,2023-02-24,4.83,4.91,4.85,4.75,4.92,4.93,4.71,2.04
32238733,2019-04-07,2023-01-18,5,4.93,4.79,5,5,5,4.93,0.29
32239730,2019-06-03,2022-12-15,4.84,5,4.63,5,5,5,4.63,0.41
32253921,2019-03-01,2023-02-20,5,4.97,5,5,5,4.89,4.89,0.75
32257227,2019-03-09,2023-02-26,4.72,4.82,4.5,4.82,4.9,4.85,4.62,3.89
32312468,,,,,,,,,,
32420319,2019-05-03,2022-12-18,4.88,4.94,4.96,4.98,4.96,5,4.9,1.04
32525438,,,,,,,,,,
32550553,2019-03-17,2022-09-30,4.87,4.96,4.96,4.91,4.98,4.87,4.89,0.95
32571178,2019-04-15,2022-12-20,4.88,4.88,4.88,4.75,4.88,4.63,4.75,0.19
32571675,,,,,,,,,,
32587632,2019-03-08,2023-03-01,4.61,4.68,4.55,4.97,4.92,4.68,4.66,0.78
32609766,2022-07-24,2023-03-12,4.95,4.95,4.95,4.98,4.98,4.8,4.93,5.13
32611986,2019-03-01,2022-12-31,4.65,4.8,4.69,4.76,4.78,4.11,4.58,1.12
32620540,2019-05-20,2022-05-21,4.53,4.53,4.47,4.74,5,4.95,4.32,0.43
32631477,2019-03-31,2023-02-25,4.95,4.95,4.94,4.98,5,4.91,4.87,2.22
32638572,2021-07-05,2022-08-15,4.67,4.89,4.67,5,5,5,4.78,0.44
32640895,2021-09-23,2022-09-28,5,5,5,5,4.78,4.67,4.56,0.5
32641690,2019-03-07,2020-03-16,4.82,4.86,4.95,4.98,4.95,4.91,4.75,0.9
32645619,2019-06-19,2020-01-03,5,5,5,5,5,4.71,4.86,0.15
32646786,2019-03-17,2023-03-07,4.87,4.95,4.76,4.95,4.99,4.96,4.86,5.24
32697640,2019-03-21,2019-03-29,5,5,4.67,5,5,5,4.67,0.06
32715187,2020-08-07,2022-10-07,4.62,4.46,4.77,4.46,4.69,5,4.46,0.41
32750167,2019-04-25,2023-01-08,4.91,4.94,4.97,4.96,4.96,4.87,4.88,1.46
32791067,2019-06-25,2022-08-08,5,5,5,5,5,4.91,4.64,0.24
32815298,2020-02-14,2022-08-04,5,5,5,5,5,5,5,0.13
32819750,2019-04-12,2023-02-26,4.6,4.57,4.77,4.85,4.87,4.87,4.47,1.11
32837656,2019-03-16,2023-03-12,5,4.95,4.98,4.97,4.97,4.92,4.92,1.23
32872579,2019-03-13,2022-10-23,4.87,4.88,4.83,4.92,4.92,4.92,4.71,1.07
32875617,2019-03-31,2020-07-31,4.84,4.92,4.8,4.8,4.8,4.84,4.76,0.52
32876783,2019-03-18,2020-01-29,4.81,4.77,4.88,4.58,4.85,4.88,4.73,0.53
32890442,2019-04-10,2022-10-02,5,5,5,5,5,5,5,0.15
32898892,2019-04-28,2023-02-19,4.95,4.95,4.89,4.95,4.95,4.84,4.84,0.4
32902275,2019-03-19,2020-03-14,4.95,4.93,4.93,5,5,4.93,4.83,1.19
32913732,2019-05-01,2023-02-22,4.63,4.88,4.75,4.88,4.63,5,4.38,0.17
32944486,2019-07-14,2022-12-02,4.75,4.9,4.85,4.95,4.87,4.82,4.77,1.37
32945266,2019-03-18,2019-08-20,4.26,4.26,4.63,4.89,4.79,4.79,4.47,0.39
32947268,2019-04-05,2019-07-31,4.42,4.79,4.63,4.67,4.54,4.63,4.46,0.52
32962975,2019-03-17,2022-08-28,4.7,4.75,4.59,4.83,4.75,4.76,4.72,2.18
32982064,2019-03-22,2023-02-27,4.95,4.99,4.97,4.91,5,4.93,4.81,2.21
32982427,2019-04-15,2023-01-05,4.62,4.76,4.67,4.79,4.88,4.94,4.59,1.38
32985306,2019-03-29,2022-10-01,4.87,4.87,4.8,4.87,4.8,4.73,4.67,0.31
32990894,2019-04-18,2019-04-24,3.67,4.67,3.67,4.67,4.67,5,4.67,0.06
33022369,2019-03-25,2023-03-12,4.96,4.94,4.96,4.98,4.99,4.95,4.79,2.85
33041847,2019-04-08,2023-03-02,4.89,4.9,4.99,4.92,4.97,4.87,4.92,3.13
33073432,2019-04-07,2023-02-20,4.75,4.86,4.77,4.97,4.94,4.74,4.75,2.61
33087883,2022-03-21,2022-12-31,4.57,4.86,4,5,4.86,4.86,4.71,0.58
33093120,2019-05-19,2019-05-19,0,,,,,,,0.02
33097298,2019-05-02,2023-02-15,4.45,4.62,4.36,4.75,4.74,4.66,4.45,1.13
33097585,2019-03-24,2022-12-20,4.92,4.88,4.85,5,4.96,4.92,4.77,0.54
33098749,2019-04-02,2023-03-08,4.97,4.99,4.98,4.99,4.99,4.92,4.95,2.49
33117423,,,,,,,,,,
33119331,,,,,,,,,,
33142743,,,,,,,,,,
33162928,2019-06-24,2020-09-19,5,4.95,5,5,4.95,4.95,4.9,0.44
33166483,2019-04-28,2023-03-08,4.79,4.85,4.88,4.33,4.86,4.96,4.71,3.81
33195011,2019-06-20,2023-02-20,4.97,4.93,4.86,4.97,4.97,4.9,4.9,0.64
33197218,2019-03-31,2023-02-22,4.82,4.82,4.91,4.97,4.88,4.91,4.76,0.69
33230188,2019-04-20,2023-02-12,4.91,4.93,4.96,5,4.95,4.65,4.89,1.58
33276869,2020-12-06,2023-03-12,4.94,4.98,4.91,4.98,4.98,4.88,4.89,2.97
33288404,2019-04-13,2022-11-13,4.82,4.61,4.52,4.97,4.97,4.85,4.61,0.69
33296736,2019-04-17,2023-03-12,4.93,4.99,4.97,4.96,4.99,4.77,4.8,5.08
33299354,2019-04-06,2023-03-06,4.79,5,4.97,5,5,4.35,4.79,3.71
33310791,2020-10-31,2022-09-20,5,4.6,4.4,4.8,5,5,4.2,0.17
33340994,2019-04-03,2019-10-31,4.31,4.67,4.48,4.71,4.71,4.77,4.5,1.08
33350822,2019-08-03,2021-10-05,5,5,5,5,5,5,4.5,0.05
33368809,2019-04-28,2019-08-18,5,5,4.5,5,5,5,4.5,0.04
33378813,2019-04-28,2020-02-24,4.88,4.88,4.84,5,4.96,4.92,4.8,0.53
33394551,2019-04-02,2023-02-20,4.74,4.82,4.7,4.7,4.76,4.92,4.61,3.35
33399273,2019-04-20,2023-03-04,4.54,4.66,4.67,4.87,4.75,4.79,4.59,4.82
33433323,2019-06-05,2022-10-23,4.95,4.93,4.89,5,5,4.98,4.75,0.96
33450073,,,,,,,,,,
33450536,2019-05-09,2022-10-31,4.69,4.64,4.81,4.88,4.93,4.81,4.67,0.9
33451717,2019-07-22,2022-09-09,4.91,5,4.87,5,4.87,4.96,4.91,0.52
33523843,2019-07-12,2022-08-10,5,4.94,4.94,5,5,4.83,4.72,0.4
33531235,2019-04-11,2023-03-04,4.76,4.84,4.85,4.86,4.77,4.7,4.76,4.14
33544332,2019-05-10,2020-08-05,5,5,4.67,5,5,4.67,5,0.06
33551463,2019-05-08,2023-02-19,4.82,4.81,4.79,4.85,4.76,4.58,4.81,1.43
33555765,2019-05-30,2022-12-05,5,5,5,5,5,5,4.64,0.24
33556644,2019-05-03,2019-09-01,4.79,4.96,4.88,4.83,4.92,4.96,4.67,0.51
33558870,2023-02-07,2023-02-25,4.75,5,5,5,5,5,4.75,3.33
33559723,2019-05-08,2023-02-23,4.67,4.67,4.67,4.5,4.67,4.67,4.67,0.13
33566412,2019-04-23,2023-03-05,4.98,4.98,4.91,4.96,4.98,4.83,4.96,1.03
33594153,,,,,,,,,,
33610721,2019-08-30,2021-09-09,4.25,4.13,5,4.75,4.88,4.75,3.75,0.19
33610726,2020-08-30,2023-01-10,4.79,4.86,5,4.79,5,4.93,4.57,0.45
33611850,2019-05-10,2019-12-30,4.55,4.91,4.73,5,5,5,4.55,0.23
33637719,2019-06-30,2019-09-29,5,5,5,5,5,5,5,0.07
33645396,,,,,,,,,,
33645791,2022-12-31,2022-12-31,5,5,5,5,5,5,5,0.41
33657678,2019-07-12,2019-09-27,5,5,5,5,4.86,5,4.86,0.16
33661532,2019-04-15,2023-02-11,4.76,4.91,4.58,4.95,4.98,4.74,4.79,1.38
33667096,2019-04-09,2022-08-21,4.85,4.85,4.77,5,5,4.92,4.81,0.54
33669383,2019-05-07,2019-09-01,4.95,5,5,4.86,4.91,4.91,4.82,0.47
33687129,2019-04-21,2022-12-18,4.93,4.98,4.91,4.95,5,4.93,4.84,1.2
33692846,2019-05-27,2020-07-01,5,5,5,5,5,5,5,0.04
33740118,2019-05-22,2023-03-12,4.84,4.86,4.86,5,4.99,4.89,4.76,1.79
33781323,2019-07-20,2023-03-05,4.86,4.83,4.92,4.89,4.92,5,4.64,0.83
33786053,2019-05-10,2019-09-25,4.22,4.33,4.22,4.78,4.56,4.89,4.33,0.23
33803742,2019-04-30,2022-08-21,4.93,4.86,4.86,4.93,4.86,4.93,4.71,0.3
33803910,2019-04-20,2019-09-01,4.47,4.87,4.53,4.8,4.67,4.93,4.6,0.32
33807345,2019-06-24,2023-03-04,4.93,5,5,5,4.93,5,4.86,0.31
33832238,2019-07-04,2023-03-07,4.79,4.79,4.69,4.65,4.91,4.88,4.72,2.82
33837243,2019-05-13,2020-02-28,4.89,4.94,4.83,4.96,4.94,4.91,4.77,1.01
33857514,2019-05-07,2023-03-07,5,5,4.99,5,5,4.95,4.88,1.73
33879865,2019-04-28,2023-01-01,4.8,4.83,4.93,4.94,4.88,4.84,4.68,3.2
33885009,2019-04-26,2023-03-13,4.75,4.86,4.69,4.94,4.94,4.82,4.81,2.28
33885031,2019-05-03,2023-02-18,4.91,4.91,4.91,4.92,4.86,4.92,4.94,3.44
33885157,2019-04-20,2023-02-19,4.89,4.81,4.83,4.95,4.93,4.94,4.87,2.27
33907947,2019-07-28,2020-03-03,5,4.5,4.5,5,5,5,4.83,0.14
33939614,2019-07-31,2019-07-31,5,5,5,5,5,5,5,0.02
33945029,2019-04-22,2023-01-26,4.93,4.96,4.95,4.99,4.98,4.91,4.85,1.94
33952895,2019-05-12,2023-03-10,4.62,4.73,4.56,4.85,4.79,4.89,4.55,4.19
33962306,2019-05-03,2021-04-01,4.27,4.65,4.38,4.69,4.62,4.73,4.31,0.57
33974848,2019-05-11,2022-08-30,4.95,4.95,4.92,5,4.95,4.88,4.9,1.67
33997048,2020-08-13,2020-08-13,5,5,5,5,5,5,5,0.03
34017979,2020-02-15,2022-09-05,4.94,4.81,4.94,4.88,4.94,5,4.94,0.43
34019239,2019-04-27,2023-02-26,4.88,4.92,4.87,4.94,4.92,4.87,4.85,3.3
34061229,2019-05-02,2023-02-06,4.93,4.98,4.97,4.97,4.99,4.83,4.83,1.85
34068050,2019-07-30,2023-03-01,4.95,4.97,4.94,4.94,4.96,4.97,4.86,2.63
34083989,2019-06-23,2023-03-03,4.99,4.99,5,4.98,5,4.88,4.97,2.14
34091763,2019-05-10,2023-01-29,4.65,4.86,4.57,4.98,4.92,4.59,4.67,1.09
34109372,2019-08-14,2023-02-22,3.71,3.86,3.57,5,4.71,4.57,4,0.16
34126347,2019-04-28,2023-03-12,4.88,4.97,4.92,4.95,4.97,4.83,4.8,5
34127668,2019-05-19,2023-02-27,4.99,5,4.97,4.98,5,4.93,4.98,1.96
34147959,2019-05-26,2023-02-20,4.98,5,4.9,5,5,4.85,4.88,0.89
34153395,2019-06-17,2019-11-13,4.83,5,4.83,5,4.92,5,4.75,0.31
34176785,2019-05-01,2022-11-11,4.97,4.98,4.95,4.97,4.98,4.68,4.86,1.34
